optimization,execution time of optimzier,no of feature selected,selected feature 
SBO,416.54036235809326,21,"dur,state,dpkts,dbytes,rate,sttl,sload,dload,sloss,dinpkt,sjit,djit,stcpb,ackdat,smean,dmean,response_body_len,ct_srv_src,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,"
