optimization,execution time of optimzier,no of feature selected,selected feature 
CS,793.7163481712341,21,"dur,service,state,spkts,rate,sttl,sload,dload,sloss,dloss,sinpkt,dinpkt,djit,ackdat,smean,dmean,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_src_ltm,ct_ftp_cmd,"
