optimization,execution time of optimzier,no of feature selected,selected feature 
JA,456.1102180480957,17,"service,state,rate,sttl,dload,dloss,sinpkt,synack,ackdat,smean,dmean,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_dst_src_ltm,ct_ftp_cmd,"
