optimization,execution time of optimzier,no of feature selected,selected feature 
PSO,412.2599358558655,20,"dur,service,spkts,dpkts,dbytes,sttl,dttl,dload,sloss,dinpkt,swin,smean,dmean,ct_srv_src,ct_state_ttl,ct_dst_src_ltm,is_ftp_login,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,"
