optimization,execution time of optimzier,no of feature selected,selected feature
abc,41.50519037246704,6,"L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,"
