optimization,execution time of optimzier,no of feature selected,selected feature
tga,61.80961990356445,7,"L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,"
