optimization,execution time of optimzier,no of feature selected,selected feature
wsa14.298781633377075,7,"L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,"
