optimization,execution time of optimzier,no of feature selected,selected feature
mpa,85.8262951374054,7,"L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,"
