optimization,execution time of optimzier,no of feature selected,selected feature
gndo,37.2835054397583,7,"L4_DST_PORT,PROTOCOL,IN_BYTES,OUT_BYTES,IN_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,"
