optimization,execution time of optimzier,no of feature selected,selected feature
csa,68.78728890419006,7,"L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,"
