optimization,execution time of optimzier,no of feature selected,selected feature
gat,83.42923092842102,7,"L4_SRC_PORT,L4_DST_PORT,PROTOCOL,OUT_BYTES,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,"
