optimization,execution time of optimzier,no of feature selected,selected feature
sos,172.32394862174988,7,"L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,"
